Year,State,LGA,Season,Temperature (°C),Precipitation (mm),Weather Event,Crop 1,Crop 2,Crop 3,Planting to Harvest Duration Crop 1 (Months),Planting to Harvest Duration Crop 2 (Months),Planting to Harvest Duration Crop 3 (Months),Planting Season Crop 1,Planting Season Crop 2,Planting Season Crop 3,Effect on Crop 1,Effect on Crop 2,Effect on Crop 3,Yield Impact Crop 1 (%),Yield Impact Crop 2 (%),Yield Impact Crop 3 (%)
2022,Kano,Tsanyawa,Wet,28.9,882,Normal,Rice,Maize,Sorghum,4,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,10
2022,Kano,Tsanyawa,Dry,29.6,79,Drought,Rice,Maize,Sorghum,5,4,5,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-30,-20
2022,Kano,Tudun Wada,Wet,28.6,804,Normal,Sorghum,Rice,Maize,4,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,10
2022,Kano,Tudun Wada,Dry,30.6,45,Normal,Rice,Maize,Sorghum,4,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,10
2022,Kano,Ungogo,Wet,27.8,941,Drought,Maize,Sorghum,Rice,4,5,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-30,-20,-50
2022,Kano,Ungogo,Dry,30.7,78,Drought,Sorghum,Maize,Rice,5,4,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-20,-30,-50
2022,Kano,Warawa,Wet,28.7,774,Normal,Sorghum,Maize,Rice,4,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,10,15
2022,Kano,Warawa,Dry,30.9,31,Drought,Rice,Sorghum,Maize,5,5,4,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-20,-30
2022,Kano,Wudil,Wet,28,976,Drought,Rice,Maize,Sorghum,5,4,5,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-30,-20
2022,Kano,Wudil,Dry,29.5,40,Normal,Sorghum,Rice,Maize,4,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,10
2022,Katsina,Bakori,Wet,27.8,986,Normal,Rice,Maize,Sorghum,4,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,10
2022,Katsina,Bakori,Dry,29.4,60,Drought,Maize,Sorghum,Rice,4,5,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-30,-20,-50
2022,Katsina,Batagarawa,Wet,28.8,858,Drought,Rice,Sorghum,Maize,5,5,4,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-20,-30
2022,Katsina,Batagarawa,Dry,30.2,36,Normal,Rice,Maize,Sorghum,4,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,10
2022,Katsina,Batsari,Wet,28.2,609,Normal,Sorghum,Rice,Maize,4,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,10
2022,Katsina,Batsari,Dry,31.2,68,Normal,Sorghum,Maize,Rice,4,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,10,15
2022,Katsina,Baure,Wet,27.6,760,Drought,Sorghum,Rice,Maize,5,5,4,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-20,-50,-30
2022,Katsina,Baure,Dry,29.7,33,Drought,Rice,Maize,Sorghum,5,4,5,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-30,-20
2022,Katsina,Bindawa,Wet,27.8,984,Drought,Maize,Sorghum,Rice,4,5,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-30,-20,-50
2022,Katsina,Bindawa,Dry,31.2,71,Normal,Maize,Sorghum,Rice,3,4,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,10,15
2022,Katsina,Charanchi,Wet,28.8,915,Drought,Sorghum,Rice,Maize,5,5,4,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-20,-50,-30
2022,Katsina,Charanchi,Dry,30.9,71,Normal,Sorghum,Rice,Maize,4,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,10
2022,Katsina,Dandume,Wet,28.4,674,Drought,Sorghum,Rice,Maize,5,5,4,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-20,-50,-30
2022,Katsina,Dandume,Dry,29.7,60,Normal,Rice,Maize,Sorghum,4,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,10
2022,Katsina,Danja,Wet,28.4,776,Drought,Maize,Sorghum,Rice,4,5,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-30,-20,-50
2022,Katsina,Danja,Dry,29.6,55,Drought,Rice,Sorghum,Maize,5,5,4,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-20,-30
2022,Katsina,Dan Musa,Wet,29,687,Normal,Rice,Maize,Sorghum,4,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,10
2022,Katsina,Dan Musa,Dry,29.4,80,Drought,Maize,Rice,Sorghum,4,5,5,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-30,-50,-20
2022,Katsina,Daura,Wet,27.5,854,Drought,Maize,Sorghum,Rice,4,5,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-30,-20,-50
2022,Katsina,Daura,Dry,31.3,41,Normal,Sorghum,Maize,Rice,4,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,10,15
2022,Katsina,Dutsi,Wet,29.3,918,Normal,Rice,Maize,Sorghum,4,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,10
2022,Katsina,Dutsi,Dry,30.8,41,Drought,Sorghum,Maize,Rice,5,4,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-20,-30,-50
2022,Katsina,Dutsin Ma,Wet,28.8,924,Normal,Sorghum,Maize,Rice,4,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,10,15
2022,Katsina,Dutsin Ma,Dry,29.9,77,Drought,Maize,Sorghum,Rice,4,5,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-30,-20,-50
2022,Katsina,Faskari,Wet,29.2,763,Drought,Sorghum,Rice,Maize,5,5,4,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-20,-50,-30
2022,Katsina,Faskari,Dry,30.6,35,Drought,Maize,Sorghum,Rice,4,5,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-30,-20,-50
2022,Katsina,Funtua,Wet,28.9,876,Normal,Sorghum,Maize,Rice,4,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,10,15
2022,Katsina,Funtua,Dry,31,45,Drought,Rice,Maize,Sorghum,5,4,5,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-30,-20
2022,Katsina,Ingawa,Wet,29.3,890,Drought,Sorghum,Maize,Rice,5,4,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-20,-30,-50
2022,Katsina,Ingawa,Dry,29.5,35,Normal,Rice,Maize,Sorghum,4,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,10
2022,Katsina,Jibia,Wet,28.1,966,Normal,Rice,Maize,Sorghum,4,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,10
2022,Katsina,Jibia,Dry,30.8,51,Normal,Maize,Rice,Sorghum,3,4,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,10
2022,Katsina,Kafur,Wet,29.4,745,Normal,Rice,Maize,Sorghum,4,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,10
2022,Katsina,Kafur,Dry,30.4,76,Normal,Rice,Maize,Sorghum,4,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,10
2022,Katsina,Kaita,Wet,28.5,999,Normal,Rice,Maize,Sorghum,4,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,10
2022,Katsina,Kaita,Dry,30.7,68,Drought,Sorghum,Maize,Rice,5,4,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-20,-30,-50
2022,Katsina,Kankara,Wet,28.5,682,Drought,Maize,Rice,Sorghum,4,5,5,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-30,-50,-20
2022,Katsina,Kankara,Dry,30.2,64,Drought,Rice,Maize,Sorghum,5,4,5,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-30,-20
2022,Katsina,Kankia,Wet,29.2,868,Drought,Maize,Sorghum,Rice,4,5,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-30,-20,-50
2022,Katsina,Kankia,Dry,29.8,80,Normal,Maize,Rice,Sorghum,3,4,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,10
2022,Katsina,Katsina,Wet,29.3,875,Drought,Maize,Sorghum,Rice,4,5,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-30,-20,-50
2022,Katsina,Katsina,Dry,30.7,76,Normal,Maize,Rice,Sorghum,3,4,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,10
2022,Katsina,Kurfi,Wet,29.4,888,Drought,Sorghum,Maize,Rice,5,4,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-20,-30,-50
2022,Katsina,Kurfi,Dry,30.9,55,Normal,Sorghum,Rice,Maize,4,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,10
2022,Katsina,Kusada,Wet,28.4,925,Drought,Maize,Sorghum,Rice,4,5,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-30,-20,-50
2022,Katsina,Kusada,Dry,29.4,33,Normal,Rice,Sorghum,Maize,4,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,10
2022,Katsina,Mai’Adua,Wet,28.6,948,Normal,Sorghum,Maize,Rice,4,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,10,15
2022,Katsina,Mai’Adua,Dry,29.9,43,Normal,Sorghum,Maize,Rice,4,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,10,15
2022,Katsina,Malumfashi,Wet,28.7,601,Drought,Sorghum,Rice,Maize,5,5,4,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-20,-50,-30
2022,Katsina,Malumfashi,Dry,30.6,68,Normal,Sorghum,Rice,Maize,4,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,10
2022,Katsina,Mani,Wet,28,963,Normal,Rice,Sorghum,Maize,4,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,10
2022,Katsina,Mani,Dry,31.3,38,Normal,Maize,Sorghum,Rice,3,4,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,10,15
2022,Katsina,Mashi,Wet,27.5,678,Drought,Rice,Sorghum,Maize,5,5,4,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-20,-30
2022,Katsina,Mashi,Dry,29.6,33,Drought,Rice,Maize,Sorghum,5,4,5,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-30,-20
2022,Katsina,Matazu,Wet,28.8,862,Drought,Sorghum,Rice,Maize,5,5,4,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-20,-50,-30
2022,Katsina,Matazu,Dry,29.1,38,Normal,Rice,Maize,Sorghum,4,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,10
2022,Katsina,Musawa,Wet,29.3,850,Normal,Rice,Maize,Sorghum,4,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,10
2022,Katsina,Musawa,Dry,30,31,Normal,Rice,Sorghum,Maize,4,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,10
2022,Katsina,Rimi,Wet,28.4,901,Drought,Sorghum,Rice,Maize,5,5,4,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-20,-50,-30
2022,Katsina,Rimi,Dry,31.2,45,Normal,Maize,Sorghum,Rice,3,4,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,10,15
2022,Katsina,Sabuwa,Wet,29.2,829,Drought,Sorghum,Rice,Maize,5,5,4,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-20,-50,-30
2022,Katsina,Sabuwa,Dry,31,41,Drought,Rice,Maize,Sorghum,5,4,5,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-30,-20
2022,Katsina,Safana,Wet,28.1,754,Drought,Rice,Sorghum,Maize,5,5,4,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-20,-30
2022,Katsina,Safana,Dry,30,61,Drought,Rice,Sorghum,Maize,5,5,4,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-20,-30
2022,Katsina,Sandamu,Wet,28.8,865,Normal,Sorghum,Rice,Maize,4,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,10
2022,Katsina,Sandamu,Dry,29.4,57,Drought,Sorghum,Maize,Rice,5,4,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-20,-30,-50
2022,Katsina,Zango,Wet,28.1,733,Drought,Sorghum,Rice,Maize,5,5,4,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-20,-50,-30
2022,Katsina,Zango,Dry,30.8,72,Normal,Maize,Sorghum,Rice,3,4,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,10,15
2022,Kebbi,Aleiro,Wet,28.9,764,Drought,Maize,Sorghum,Rice,4,5,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-30,-20,-50
2022,Kebbi,Aleiro,Dry,31,63,Drought,Sorghum,Maize,Rice,5,4,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-20,-30,-50
2022,Kebbi,Arewa Dandi,Wet,28,699,Normal,Rice,Maize,Sorghum,4,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,10
2022,Kebbi,Arewa Dandi,Dry,30.2,57,Normal,Sorghum,Maize,Rice,4,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,10,15
2022,Kebbi,Argungu,Wet,28,940,Drought,Rice,Sorghum,Maize,5,5,4,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-20,-30
2022,Kebbi,Argungu,Dry,29.9,56,Drought,Sorghum,Maize,Rice,5,4,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-20,-30,-50
2022,Kebbi,Augie,Wet,28.4,602,Drought,Sorghum,Rice,Maize,5,5,4,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-20,-50,-30
2022,Kebbi,Augie,Dry,30.7,80,Drought,Rice,Sorghum,Maize,5,5,4,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-20,-30
2022,Kebbi,Bagudo,Wet,28.4,896,Drought,Maize,Rice,Sorghum,4,5,5,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-30,-50,-20
2022,Kebbi,Bagudo,Dry,29.4,43,Normal,Maize,Rice,Sorghum,3,4,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,10
2022,Kebbi,Birnin Kebbi,Wet,28,613,Normal,Rice,Maize,Sorghum,4,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,10
2022,Kebbi,Birnin Kebbi,Dry,30,38,Normal,Sorghum,Rice,Maize,4,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,10
2022,Kebbi,Bunza,Wet,28.2,952,Drought,Maize,Rice,Sorghum,4,5,5,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-30,-50,-20
2022,Kebbi,Bunza,Dry,29.3,78,Normal,Maize,Rice,Sorghum,3,4,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,10
2022,Kebbi,Dandi,Wet,29.3,944,Drought,Rice,Maize,Sorghum,5,4,5,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-30,-20
2022,Kebbi,Dandi,Dry,29.4,78,Normal,Sorghum,Maize,Rice,4,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,10,15
2022,Kebbi,Fakai,Wet,28.8,785,Normal,Maize,Sorghum,Rice,3,4,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,10,15
2022,Kebbi,Fakai,Dry,29.5,32,Normal,Sorghum,Maize,Rice,4,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,10,15
2022,Kebbi,Gwandu,Wet,28.4,874,Drought,Maize,Rice,Sorghum,4,5,5,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-30,-50,-20
2022,Kebbi,Gwandu,Dry,31.3,52,Drought,Maize,Rice,Sorghum,4,5,5,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-30,-50,-20
2022,Kebbi,Jega,Wet,29.3,626,Normal,Rice,Maize,Sorghum,4,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,10
2022,Kebbi,Jega,Dry,31,56,Drought,Rice,Maize,Sorghum,5,4,5,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-30,-20
2022,Kebbi,Kalgo,Wet,29.3,867,Drought,Rice,Maize,Sorghum,5,4,5,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-30,-20
2022,Kebbi,Kalgo,Dry,29.7,75,Drought,Sorghum,Rice,Maize,5,5,4,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-20,-50,-30
2022,Kebbi,Koko/Besse,Wet,29,862,Normal,Sorghum,Rice,Maize,4,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,10
2022,Kebbi,Koko/Besse,Dry,31.5,55,Normal,Maize,Rice,Sorghum,3,4,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,10
2022,Kebbi,Maiyama,Wet,27.6,862,Normal,Maize,Sorghum,Rice,3,4,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,10,15
2022,Kebbi,Maiyama,Dry,30.2,59,Drought,Sorghum,Maize,Rice,5,4,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-20,-30,-50
2022,Kebbi,Ngaski,Wet,28.6,876,Drought,Maize,Rice,Sorghum,4,5,5,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-30,-50,-20
2022,Kebbi,Ngaski,Dry,29.5,60,Normal,Maize,Sorghum,Rice,3,4,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,10,15
2022,Kebbi,Sakaba,Wet,28.3,890,Normal,Maize,Sorghum,Rice,3,4,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,10,15
2022,Kebbi,Sakaba,Dry,30.6,48,Drought,Maize,Sorghum,Rice,4,5,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-30,-20,-50
2022,Kebbi,Shanga,Wet,29,873,Drought,Maize,Sorghum,Rice,4,5,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-30,-20,-50
2022,Kebbi,Shanga,Dry,30,52,Drought,Rice,Maize,Sorghum,5,4,5,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-30,-20
2022,Kebbi,Suru,Wet,28.8,838,Drought,Maize,Sorghum,Rice,4,5,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-30,-20,-50
2022,Kebbi,Suru,Dry,30.2,72,Drought,Rice,Sorghum,Maize,5,5,4,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-20,-30
2022,Kebbi,Wasagu/Danko,Wet,27.6,782,Drought,Rice,Maize,Sorghum,5,4,5,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-30,-20
2022,Kebbi,Wasagu/Danko,Dry,29.4,55,Drought,Rice,Sorghum,Maize,5,5,4,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-20,-30
2022,Kebbi,Yauri,Wet,28.8,840,Normal,Sorghum,Maize,Rice,4,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,10,15
2022,Kebbi,Yauri,Dry,29.6,36,Drought,Maize,Rice,Sorghum,4,5,5,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-30,-50,-20
2022,Kebbi,Zuru,Wet,28.7,635,Drought,Maize,Rice,Sorghum,4,5,5,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-30,-50,-20
2022,Kebbi,Zuru,Dry,30.6,61,Normal,Rice,Sorghum,Maize,4,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,10
2022,Kogi,Adavi,Wet,27.7,1312,Normal,Cassava,Maize,Yam,10,3,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2022,Kogi,Adavi,Dry,28.1,88,Drought,Rice,Yam,Maize,5,10,4,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-25,-30
2022,Kogi,Ajaokuta,Wet,26.9,1406,Flood,Yam,Cassava,Maize,9,10,3,Wet,Wet,Wet,Crop Failure,Crop Failure,Reduced Yield,-50,-50,-35
2022,Kogi,Ajaokuta,Dry,27.5,93,Normal,Maize,Rice,Yam,3,4,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2022,Kogi,Ankpa,Wet,27.4,1347,Normal,Cassava,Maize,Yam,10,3,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2022,Kogi,Ankpa,Dry,28.5,98,Normal,Yam,Rice,Cassava,9,4,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2022,Kogi,Bassa,Wet,26.5,1569,Normal,Rice,Maize,Cassava,4,3,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2022,Kogi,Bassa,Dry,28.9,83,Drought,Cassava,Rice,Yam,11,5,10,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-25,-50,-25
2022,Kogi,Dekina,Wet,27.7,1167,Normal,Yam,Rice,Cassava,9,4,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2022,Kogi,Dekina,Dry,28.2,75,Normal,Maize,Rice,Cassava,3,4,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2022,Kogi,Ibaji,Wet,26.8,1400,Normal,Yam,Maize,Rice,9,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2022,Kogi,Ibaji,Dry,27.6,89,Drought,Yam,Rice,Cassava,10,5,11,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-25,-50,-25
2022,Kogi,Idah,Wet,27,1366,Flood,Yam,Rice,Cassava,9,4,10,Wet,Wet,Wet,Crop Failure,Reduced Yield,Crop Failure,-50,-40,-50
2022,Kogi,Idah,Dry,27.6,89,Drought,Cassava,Rice,Maize,11,5,4,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-25,-50,-30
2022,Kogi,Igalamela Odolu,Wet,26.6,1484,Normal,Rice,Yam,Cassava,4,9,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2022,Kogi,Igalamela Odolu,Dry,28.8,74,Drought,Cassava,Rice,Maize,11,5,4,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-25,-50,-30
2022,Kogi,Ijumu,Wet,27.2,1426,Flood,Cassava,Yam,Rice,10,9,4,Wet,Wet,Wet,Crop Failure,Crop Failure,Reduced Yield,-50,-50,-40
2022,Kogi,Ijumu,Dry,28.1,80,Normal,Yam,Rice,Maize,9,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2022,Kogi,Kabba/Bunu,Wet,27,1178,Normal,Yam,Rice,Cassava,9,4,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2022,Kogi,Kabba/Bunu,Dry,28,74,Normal,Rice,Yam,Maize,4,9,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2022,Kogi,Kogi,Wet,26.8,1209,Flood,Yam,Cassava,Rice,9,10,4,Wet,Wet,Wet,Crop Failure,Crop Failure,Reduced Yield,-50,-50,-40
2022,Kogi,Kogi,Dry,28.8,99,Normal,Cassava,Rice,Yam,10,4,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2022,Kogi,Lokoja,Wet,26.6,1126,Normal,Rice,Cassava,Maize,4,10,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2022,Kogi,Lokoja,Dry,28.2,77,Normal,Yam,Cassava,Maize,9,10,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2022,Kogi,Mopa Muro,Wet,27.3,1527,Normal,Maize,Yam,Cassava,3,9,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2022,Kogi,Mopa Muro,Dry,27.6,72,Normal,Yam,Maize,Rice,9,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2022,Kogi,Ofu,Wet,26.9,1311,Flood,Cassava,Yam,Maize,10,9,3,Wet,Wet,Wet,Crop Failure,Crop Failure,Reduced Yield,-50,-50,-35
2022,Kogi,Ofu,Dry,27.9,78,Normal,Cassava,Yam,Maize,10,9,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2022,Kogi,Ogori/Magongo,Wet,26.5,1600,Normal,Yam,Maize,Rice,9,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2022,Kogi,Ogori/Magongo,Dry,28.5,81,Normal,Cassava,Maize,Yam,10,3,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2022,Kogi,Okehi,Wet,27.5,1302,Normal,Cassava,Maize,Rice,10,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
